Date,Open,High,Low,Close
12-January-2016,24862.93,24882.30,24597.11,24682.03,
13-January-2016,24804.64,24956.54,24387.69,24854.11,
14-January-2016,24606.20,25018.46,24473.22,24772.97,
15-January-2016,24881.76,24912.64,24421.53,24455.04,
18-January-2016,24400.78,24524.85,24141.99,24188.37,
19-January-2016,24257.28,24563.34,24247.23,24479.84,
20-January-2016,24325.77,24325.77,23839.76,24062.04,
21-January-2016,24194.75,24351.83,23862.00,23962.21,
22-January-2016,24122.06,24472.88,24120.04,24435.66,
25-January-2016,24540.97,24650.57,24433.67,24485.95,
27-January-2016,24643.13,24645.70,24458.13,24492.39,
28-January-2016,24481.86,24587.20,24400.52,24469.57,
29-January-2016,24347.31,24911.90,24340.06,24870.69,
1-February-2016,24982.22,25002.32,24788.58,24824.83,
2-February-2016,24868.21,24928.75,24460.53,24539.00,
3-February-2016,24393.59,24409.26,24187.54,24223.32,
4-February-2016,24386.45,24514.01,24224.74,24338.43,
5-February-2016,24360.36,24672.90,24345.79,24616.97,
8-February-2016,24637.41,24698.95,24196.84,24287.42,
9-February-2016,24076.85,24111.19,23919.47,24020.98,
10-February-2016,23938.32,23938.32,23636.72,23758.90,
11-February-2016,23758.46,23758.46,22909.12,22951.83,
12-February-2016,23060.39,23161.15,22600.39,22986.12,
15-February-2016,23223.43,23622.64,23197.67,23554.12,
16-February-2016,23688.61,23692.08,23164.54,23191.97,
17-February-2016,23237.23,23434.91,22920.84,23381.87,
18-February-2016,23536.47,23735.35,23448.21,23649.22,
19-February-2016,23640.32,23774.48,23508.36,23709.15,
22-February-2016,23783.47,23855.04,23674.86,23788.79,
23-February-2016,23850.41,23851.51,23361.94,23410.18,
24-February-2016,23332.94,23338.89,23057.45,23088.93,
25-February-2016,23105.16,23142.96,22948.10,22976.00,
26-February-2016,23141.08,23227.91,23021.94,23154.30,
29-February-2016,23238.50,23343.22,22494.61,23002.00,
1-March-2016,23153.32,23821.49,23133.18,23779.35,
2-March-2016,24044.96,24280.42,24043.89,24242.98,
3-March-2016,24386.67,24640.51,24383.28,24606.99,
4-March-2016,24704.59,24719.05,24531.80,24646.48,
8-March-2016,24655.19,24793.62,24509.21,24659.23,
9-March-2016,24527.27,24820.76,24451.60,24793.96,
10-March-2016,24815.70,24817.48,24471.39,24623.34,
11-March-2016,24620.39,24817.80,24552.26,24717.99,
14-March-2016,24801.70,24960.51,24734.04,24804.28,
15-March-2016,24832.04,24840.77,24517.28,24551.17,
16-March-2016,24537.61,24706.85,24354.55,24682.48,
17-March-2016,24852.18,24948.30,24576.52,24677.37,
18-March-2016,24729.41,24986.94,24681.64,24952.74,
21-March-2016,25007.56,25327.45,24988.27,25285.37,
22-March-2016,25331.01,25381.33,25083.70,25330.49,
23-March-2016,25322.10,25367.81,25156.82,25337.56,
28-March-2016,25417.11,25432.94,24895.49,24966.40,
29-March-2016,24957.24,25079.35,24835.56,24900.46,
30-March-2016,25062.06,25358.84,25055.42,25338.58,
31-March-2016,25364.75,25479.62,25223.22,25341.86,
1-April-2016,25301.70,25354.94,25119.35,25269.64,
4-April-2016,25333.98,25424.15,25223.49,25399.65,
5-April-2016,25372.44,25372.44,24837.51,24883.59,
6-April-2016,24978.86,25000.65,24834.16,24900.63,
7-April-2016,24998.79,25013.13,24647.48,24685.42,
8-April-2016,24665.80,24736.03,24608.51,24673.84,
11-April-2016,24789.40,25049.92,24523.20,25022.16,
12-April-2016,25056.47,25180.02,24996.44,25145.59,
13-April-2016,25358.42,25671.50,25358.42,25626.75,
18-April-2016,25833.16,25870.03,25634.12,25816.36,
20-April-2016,25942.34,25956.34,25716.81,25844.18,
21-April-2016,25979.68,26080.07,25783.12,25880.38,
22-April-2016,25892.49,25922.02,25771.88,25838.14,
25-April-2016,25891.03,25891.03,25585.93,25678.93,
26-April-2016,25604.92,26055.00,25549.05,26007.30,
27-April-2016,25956.42,26092.93,25885.24,26064.12,
28-April-2016,26078.28,26100.54,25561.17,25603.10,
29-April-2016,25612.91,25755.43,25424.03,25606.62,
2-May-2016,25565.44,25565.44,25341.14,25436.97,
3-May-2016,25500.14,25705.96,25192.94,25229.70,
4-May-2016,25210.87,25245.70,25061.04,25101.73,
5-May-2016,25187.66,25394.10,25162.94,25262.21,
6-May-2016,25223.67,25260.48,25057.93,25228.50,
9-May-2016,25321.83,25709.68,25302.86,25688.86,
10-May-2016,25682.98,25809.93,25614.24,25772.53,
11-May-2016,25548.97,25762.49,25409.24,25597.02,
12-May-2016,25684.60,25827.03,25620.27,25790.22,
13-May-2016,25739.94,25743.69,25400.27,25489.57,
16-May-2016,25528.80,25688.46,25351.62,25653.23,
17-May-2016,25756.14,25927.31,25733.76,25773.61,
18-May-2016,25671.48,25747.00,25503.40,25704.61,
19-May-2016,25713.84,25714.56,25351.99,25399.72,
20-May-2016,25428.42,25506.06,25251.90,25301.90,
23-May-2016,25447.72,25519.26,25207.78,25230.36,
24-May-2016,25256.97,25340.47,25181.47,25305.47,
25-May-2016,25432.10,25897.87,25430.59,25881.17,
26-May-2016,26008.25,26398.94,25941.51,26366.68,
27-May-2016,26415.93,26677.43,26405.28,26653.60,
30-May-2016,26694.75,26794.96,26623.33,26725.60,
31-May-2016,26817.75,26837.20,26561.58,26667.96,
1-June-2016,26684.46,26857.25,26671.86,26713.93,
2-June-2016,26694.28,26885.16,26641.02,26843.14,
3-June-2016,26919.23,27008.14,26792.07,26843.03,
6-June-2016,26897.84,26901.42,26729.54,26777.45,
7-June-2016,26833.54,27082.63,26829.53,27009.67,
8-June-2016,27085.24,27105.41,26973.71,27020.66,
9-June-2016,26994.48,26994.91,26692.35,26763.46,
10-June-2016,26742.26,26972.06,26620.50,26635.75,
13-June-2016,26468.27,26468.27,26262.27,26396.77,
14-June-2016,26482.50,26485.45,26264.81,26395.71,
15-June-2016,26500.79,26752.59,26446.59,26726.34,
16-June-2016,26686.03,26686.03,26314.91,26525.46,
17-June-2016,26653.85,26730.55,26538.51,26625.91,
20-June-2016,26497.11,26885.49,26447.88,26866.92,
21-June-2016,26907.42,26925.64,26754.60,26812.78,
22-June-2016,26791.68,26887.29,26617.45,26765.65,
23-June-2016,26753.20,27060.98,26736.52,27002.22,
24-June-2016,26367.48,26435.85,25911.33,26397.71,
27-June-2016,26347.81,26493.51,26262.72,26402.96,
28-June-2016,26410.66,26583.33,26378.46,26524.55,
29-June-2016,26627.15,26776.17,26606.31,26740.39,
30-June-2016,26926.17,27069.23,26872.59,26999.72,
1-July-2016,27064.33,27243.36,27061.40,27144.91,
4-July-2016,27314.44,27385.66,27251.06,27278.76,
5-July-2016,27340.72,27348.66,27127.30,27166.87,
7-July-2016,27209.97,27288.22,27146.95,27201.49,
8-July-2016,27292.20,27294.82,27034.14,27126.90,
11-July-2016,27358.23,27647.48,27358.23,27626.69,
12-July-2016,27667.81,27828.74,27667.81,27808.14,
13-July-2016,27912.14,27928.76,27752.14,27815.18,
14-July-2016,27857.80,27967.77,27763.15,27942.11,
15-July-2016,27966.14,28048.70,27735.87,27836.50,
18-July-2016,27920.66,28013.50,27697.69,27746.66,
19-July-2016,27790.05,27826.69,27637.98,27787.62,
20-July-2016,27775.70,27935.18,27759.71,27915.89,
21-July-2016,27980.07,27988.76,27687.54,27710.52,
22-July-2016,27721.72,27832.45,27646.21,27803.24,
25-July-2016,27753.96,28110.37,27736.51,28095.34,
26-July-2016,28121.37,28149.53,27927.13,27976.52,
27-July-2016,27976.14,28210.88,27899.93,28024.33,
28-July-2016,28108.78,28240.20,28064.90,28208.62,
29-July-2016,28232.87,28233.47,28037.87,28051.86,
1-August-2016,28083.08,28284.85,27873.53,28003.12,
2-August-2016,28069.12,28175.22,27943.91,27981.71,
3-August-2016,28008.52,28015.43,27647.14,27697.51,
4-August-2016,27899.88,27921.91,27627.97,27714.37,
5-August-2016,27810.55,28110.37,27795.74,28078.35,
8-August-2016,28181.92,28226.38,28128.06,28182.57,
9-August-2016,28289.22,28289.96,27956.77,28085.16,
10-August-2016,28133.36,28143.28,27736.62,27774.88,
11-August-2016,27805.94,27902.39,27697.33,27859.60,
12-August-2016,27919.95,28203.27,27900.91,28152.40,
16-August-2016,28190.04,28199.10,27942.65,28064.61,
17-August-2016,28061.79,28174.30,27960.14,28005.37,
18-August-2016,28077.64,28214.17,28077.00,28123.44,
19-August-2016,28167.66,28212.30,28026.12,28077.00,
22-August-2016,28088.07,28143.28,27918.05,27985.54,
23-August-2016,28012.56,28028.98,27854.43,27990.21,
24-August-2016,28065.25,28108.39,27959.87,28059.94,
25-August-2016,28103.60,28154.21,27803.24,27835.91,
26-August-2016,27882.75,27935.88,27696.99,27782.25,
29-August-2016,27827.26,27952.85,27698.71,27902.66,
30-August-2016,28012.46,28478.02,28010.66,28343.01,
31-August-2016,28372.25,28532.25,28363.10,28452.17,
1-September-2016,28459.09,28548.85,28386.61,28423.48,
2-September-2016,28498.72,28581.58,28427.63,28532.11,
6-September-2016,28631.27,29013.40,28631.27,28978.02,
7-September-2016,29035.67,29067.84,28911.31,28926.36,
8-September-2016,28929.46,29077.28,28854.56,29045.28,
9-September-2016,29062.90,29062.90,28755.08,28797.25,
12-September-2016,28481.09,28481.11,28251.31,28353.54,
14-September-2016,28345.49,28416.41,28259.38,28372.23,
15-September-2016,28398.33,28454.02,28311.11,28412.89,
16-September-2016,28520.30,28778.64,28494.59,28599.03,
19-September-2016,28626.60,28714.77,28552.55,28634.50,
20-September-2016,28690.66,28698.81,28480.53,28523.20,
21-September-2016,28554.38,28689.36,28462.33,28507.42,
22-September-2016,28766.94,28871.92,28693.07,28773.13,
23-September-2016,28810.32,28825.09,28627.38,28668.22,
26-September-2016,28630.92,28630.92,28272.03,28294.28,
27-September-2016,28373.02,28432.74,28179.34,28223.70,
28-September-2016,28198.88,28378.56,28198.30,28292.81,
29-September-2016,28423.14,28475.57,27719.92,27827.53,
30-September-2016,27807.82,27955.21,27716.78,27865.96,
3-October-2016,27997.29,28273.02,27919.89,28243.29,
4-October-2016,28377.64,28404.70,28242.25,28334.55,
5-October-2016,28425.74,28477.65,28188.90,28220.98,
6-October-2016,28298.35,28328.56,28031.22,28106.21,
7-October-2016,28129.22,28155.68,27964.91,28061.14,
10-October-2016,28144.28,28216.64,28068.32,28082.34,
13-October-2016,28042.62,28042.62,27563.84,27643.11,
14-October-2016,27712.22,27763.54,27548.18,27673.60,
17-October-2016,27776.14,27803.21,27488.30,27529.97,
18-October-2016,27656.89,28064.39,27652.76,28050.88,
19-October-2016,28112.36,28131.07,27926.17,27984.37,
20-October-2016,28031.57,28212.50,28031.57,28129.84,
21-October-2016,28163.41,28163.41,27957.92,28077.18,
24-October-2016,28156.59,28256.65,28075.95,28179.08,
25-October-2016,28159.09,28211.41,28013.69,28091.42,
26-October-2016,28050.55,28050.55,27759.56,27836.51,
27-October-2016,27808.63,27958.13,27665.60,27915.90,
28-October-2016,27983.14,28000.14,27789.84,27941.51,
30-October-2016,28066.32,28095.71,27890.14,27930.21,
1-November-2016,27966.18,28029.80,27845.63,27876.61,
2-November-2016,27679.32,27679.32,27500.81,27527.22,
3-November-2016,27518.06,27600.74,27399.26,27430.28,
4-November-2016,27465.55,27498.91,27193.61,27274.15,
7-November-2016,27552.27,27591.15,27398.72,27458.99,
8-November-2016,27537.26,27646.84,27406.76,27591.14,
9-November-2016,26251.38,27397.38,25902.45,27252.53,
10-November-2016,27605.05,27743.46,27457.05,27517.68,
11-November-2016,27344.85,27344.85,26777.18,26818.82,
15-November-2016,26809.61,26809.61,26253.63,26304.63,
16-November-2016,26508.94,26621.40,26239.21,26298.69,
17-November-2016,26304.90,26449.87,26155.40,26227.62,
18-November-2016,26270.20,26349.02,26106.78,26150.24,
21-November-2016,26246.70,26270.28,25717.93,25765.14,
22-November-2016,25928.16,26039.70,25765.51,25960.78,
23-November-2016,26101.33,26130.49,25877.16,26051.81,
24-November-2016,26049.14,26049.14,25810.97,25860.17,
25-November-2016,25953.24,26343.95,25874.45,26316.34,
28-November-2016,26303.52,26413.99,26183.22,26350.17,
29-November-2016,26408.62,26587.07,26354.66,26394.01,
30-November-2016,26441.02,26680.55,26395.50,26652.81,
1-December-2016,26756.66,26769.32,26540.82,26559.92,
2-December-2016,26437.37,26463.06,26182.93,26230.66,
5-December-2016,26253.48,26390.80,26125.35,26349.10,
6-December-2016,26403.62,26502.43,26356.02,26392.76,
7-December-2016,26456.21,26540.83,26164.82,26236.87,
8-December-2016,26366.52,26733.87,26357.35,26694.28,
9-December-2016,26787.14,26803.76,26707.81,26747.18,
12-December-2016,26725.31,26725.31,26468.59,26515.24,
13-December-2016,26607.65,26724.97,26494.23,26697.82,
14-December-2016,26707.91,26736.34,26547.05,26602.84,
15-December-2016,26497.71,26737.86,26407.58,26519.07,
16-December-2016,26548.67,26594.55,26455.21,26489.56,
19-December-2016,26505.66,26505.66,26340.38,26374.70,
20-December-2016,26374.59,26435.56,26241.43,26307.98,
21-December-2016,26368.88,26396.00,26213.51,26242.38,
22-December-2016,26224.07,26248.45,25940.14,25979.60,
23-December-2016,25959.99,26143.19,25872.38,26040.70,
26-December-2016,25992.41,26008.57,25753.74,25807.10,
27-December-2016,25815.43,26249.03,25803.19,26213.44,
28-December-2016,26243.19,26415.05,26191.72,26210.68,
29-December-2016,26429.41,26429.63,26166.67,26366.15,
30-December-2016,26441.51,26678.60,26406.53,26626.46,
2-January-2017,26711.15,26720.98,26447.06,26595.45,
3-January-2017,26616.92,26724.40,26488.37,26643.24,
4-January-2017,26677.22,26723.37,26606.06,26633.13,
5-January-2017,26738.42,26917.21,26738.42,26878.24,
6-January-2017,26929.69,27009.61,26733.33,26759.23,
9-January-2017,26860.81,26860.88,26701.18,26726.55,
10-January-2017,26811.63,26914.95,26804.17,26899.56,
11-January-2017,26978.44,27174.87,26978.44,27140.41,
12-January-2017,27171.66,27278.93,27166.69,27247.16,
13-January-2017,27378.01,27459.75,27143.07,27238.06,
16-January-2017,27238.35,27335.08,27172.68,27288.17,
17-January-2017,27331.82,27381.43,27179.19,27235.66,
18-January-2017,27261.76,27422.67,27217.65,27257.64,
19-January-2017,27253.34,27348.19,27219.89,27308.60,
20-January-2017,27232.69,27264.41,27009.81,27034.50,
23-January-2017,26990.93,27167.79,26963.58,27117.34,
24-January-2017,27170.88,27393.35,27140.85,27375.58,
25-January-2017,27462.83,27736.83,27439.68,27708.14,
27-January-2017,27761.03,27980.39,27759.48,27882.46,
30-January-2017,27866.80,27947.37,27813.32,27849.56,
31-January-2017,27867.92,27867.92,27624.54,27655.96,
1-February-2017,27669.08,28159.54,27590.10,28141.64,
2-February-2017,28167.83,28299.92,28070.81,28226.61,
3-February-2017,28270.67,28280.58,28127.18,28240.52,
6-February-2017,28340.39,28487.28,28340.39,28439.28,
7-February-2017,28443.23,28483.41,28239.12,28335.16,
8-February-2017,28386.08,28391.64,28149.08,28289.92,
9-February-2017,28349.22,28469.48,28152.18,28329.70,
10-February-2017,28367.17,28456.18,28286.80,28334.25,
13-February-2017,28450.42,28458.80,28197.38,28351.62,
14-February-2017,28386.12,28393.42,28263.45,28339.31,
15-February-2017,28270.11,28382.32,28102.23,28155.56,
16-February-2017,28223.85,28327.84,28146.19,28301.27,
17-February-2017,28670.43,28726.26,28410.91,28468.75,
20-February-2017,28481.91,28696.53,28419.27,28661.58,
21-February-2017,28716.70,28801.00,28597.33,28761.59,
22-February-2017,28822.40,28963.52,28789.30,28864.71,
23-February-2017,28927.67,29065.31,28860.46,28892.97,
27-February-2017,28910.50,28961.83,28791.19,28812.88,
28-February-2017,28825.19,28876.54,28721.12,28743.32,
1-March-2017,28849.04,29029.17,28824.17,28984.49,
2-March-2017,29117.38,29145.62,28784.31,28839.79,
3-March-2017,28827.50,28860.13,28716.21,28832.45,
6-March-2017,28859.21,29070.20,28856.12,29048.19,
7-March-2017,29092.16,29098.17,28957.68,28999.56,
8-March-2017,29021.06,29022.32,28815.48,28901.94,
9-March-2017,28909.70,28986.72,28815.02,28929.13,
10-March-2017,29006.00,29076.63,28851.04,28946.23,
14-March-2017,29437.23,29561.93,29356.05,29442.63,
15-March-2017,29452.86,29500.08,29358.91,29398.11,
16-March-2017,29482.83,29614.79,29482.83,29585.85,
17-March-2017,29755.74,29824.62,29601.86,29648.99,
20-March-2017,29653.54,29699.48,29482.40,29518.74,
21-March-2017,29525.88,29585.05,29380.14,29485.45,
22-March-2017,29341.41,29341.41,29137.48,29167.68,
23-March-2017,29201.01,29373.79,29198.08,29332.16,
24-March-2017,29350.60,29539.85,29350.17,29421.40,
27-March-2017,29395.68,29420.70,29163.54,29237.15,
28-March-2017,29301.22,29442.18,29301.22,29409.52,
29-March-2017,29463.01,29554.39,29439.42,29531.43,
30-March-2017,29538.03,29684.54,29521.65,29647.42,
31-March-2017,29633.91,29687.64,29552.61,29620.50,
3-April-2017,29737.73,29926.94,29705.72,29910.22,
5-April-2017,29996.03,30007.48,29817.69,29974.24,
6-April-2017,29946.89,29954.25,29817.59,29927.34,
7-April-2017,29850.71,29886.12,29668.45,29706.61,
10-April-2017,29752.62,29831.32,29553.04,29575.74,
11-April-2017,29630.06,29804.51,29570.58,29788.35,
12-April-2017,29838.82,29838.82,29549.74,29643.48,
13-April-2017,29637.12,29660.48,29442.26,29461.45,
17-April-2017,29470.27,29494.08,29363.28,29413.66,
18-April-2017,29487.78,29701.19,29286.38,29319.10,
19-April-2017,29369.90,29388.25,29241.48,29336.57,
20-April-2017,29358.59,29453.06,29341.68,29422.39,
21-April-2017,29575.66,29584.34,29259.42,29365.30,
24-April-2017,29407.68,29681.33,29392.99,29655.84,
25-April-2017,29825.14,29961.82,29780.84,29943.24,
26-April-2017,30030.20,30167.09,29968.57,30133.35,
27-April-2017,30141.39,30184.22,29973.40,30029.74,
28-April-2017,30064.60,30067.64,29848.21,29918.40,
2-May-2017,30021.49,30069.24,29804.12,29921.18,
3-May-2017,29984.95,30020.59,29846.57,29894.80,
4-May-2017,30069.72,30169.95,30007.40,30126.21,
5-May-2017,30142.14,30176.55,29823.60,29858.80,
8-May-2017,29915.12,30016.04,29877.41,29926.15,
9-May-2017,29977.50,30017.82,29911.44,29933.25,
10-May-2017,29988.78,30271.60,29987.44,30248.17,
11-May-2017,30309.71,30366.43,30207.11,30250.98,
12-May-2017,30285.61,30299.74,30111.45,30188.15,
15-May-2017,30287.37,30357.96,30273.62,30322.12,
16-May-2017,30391.48,30591.55,30363.37,30582.60,
17-May-2017,30616.53,30692.45,30519.14,30658.77,
18-May-2017,30466.82,30575.83,30393.72,30434.79,
19-May-2017,30539.65,30712.35,30338.52,30464.92,
22-May-2017,30638.88,30712.15,30516.87,30570.97,
23-May-2017,30553.89,30610.64,30316.92,30365.25,
24-May-2017,30446.77,30534.15,30247.60,30301.64,
25-May-2017,30374.81,30793.43,30352.26,30750.03,
26-May-2017,30765.77,31074.07,30745.57,31028.21,
29-May-2017,30944.38,31214.39,30869.90,31109.28,
30-May-2017,31111.73,31220.38,31064.04,31159.40,
31-May-2017,31222.51,31255.28,31107.48,31145.80,
1-June-2017,31117.09,31213.12,31062.02,31137.59,
2-June-2017,31205.37,31332.56,31190.40,31273.29,
5-June-2017,31274.74,31355.42,31198.22,31309.49,
6-June-2017,31420.85,31430.32,31172.55,31190.56,
7-June-2017,31252.71,31346.99,31172.98,31271.28,
8-June-2017,31316.91,31354.51,31193.77,31213.36,
9-June-2017,31196.86,31289.99,31087.28,31262.06,
12-June-2017,31225.43,31225.43,31044.28,31095.70,
13-June-2017,31091.10,31260.77,31062.34,31103.49,
14-June-2017,31147.69,31190.36,31054.94,31155.91,
15-June-2017,31222.89,31229.44,31026.48,31075.73,
16-June-2017,31160.47,31182.73,31017.18,31056.40,
19-June-2017,31168.98,31362.15,31163.35,31311.57,
20-June-2017,31392.53,31392.53,31261.49,31297.53,
21-June-2017,31302.18,31336.44,31193.61,31283.64,
22-June-2017,31351.53,31522.87,31255.63,31290.74,
23-June-2017,31352.57,31365.39,31110.39,31138.21,
27-June-2017,31194.68,31294.96,30847.08,30958.25,
28-June-2017,30988.87,31000.48,30798.70,30834.32,
29-June-2017,30910.97,31097.92,30794.61,30857.52,
30-June-2017,30824.97,30965.45,30680.66,30921.61,
3-July-2017,31156.04,31258.33,31017.11,31221.62,
4-July-2017,31331.21,31353.46,31166.37,31209.79,
5-July-2017,31272.72,31284.64,31177.78,31245.56,
6-July-2017,31298.42,31460.70,31264.86,31369.34,
7-July-2017,31373.52,31426.29,31286.62,31360.63,
10-July-2017,31510.62,31768.39,31471.41,31715.64,
11-July-2017,31789.50,31885.11,31718.48,31747.09,
12-July-2017,31813.24,31865.69,31731.43,31804.82,
13-July-2017,31896.23,32091.52,31892.63,32037.38,
14-July-2017,32099.93,32109.75,31897.87,32020.75,
17-July-2017,32053.98,32131.92,32037.21,32074.78,
18-July-2017,31775.54,31911.61,31626.44,31710.99,
19-July-2017,31882.80,31978.89,31793.72,31955.35,
20-July-2017,32033.82,32057.12,31859.50,31904.40,
21-July-2017,32035.88,32062.23,31808.93,32028.89,
24-July-2017,32100.22,32320.86,32058.33,32245.87,
25-July-2017,32350.71,32374.30,32196.86,32228.27,
26-July-2017,32255.99,32413.63,32226.08,32382.46,
27-July-2017,32519.44,32672.66,32325.33,32383.30,
28-July-2017,32381.36,32381.36,32104.66,32309.88,
31-July-2017,32412.20,32546.50,32324.45,32514.94,
1-August-2017,32579.80,32632.02,32462.25,32575.17,
2-August-2017,32641.58,32686.48,32394.89,32476.74,
3-August-2017,32502.55,32502.55,32194.58,32237.88,
4-August-2017,32191.12,32352.19,32107.99,32325.41,
7-August-2017,32377.80,32396.14,32235.82,32273.67,
8-August-2017,32341.05,32354.77,31915.20,32014.19,
9-August-2017,31926.14,31967.28,31731.91,31797.84,
10-August-2017,31750.73,31756.27,31422.80,31531.33,
11-August-2017,31355.92,31379.20,31128.02,31213.59,
14-August-2017,31299.52,31526.40,31298.90,31449.03,
16-August-2017,31566.24,31805.99,31399.35,31770.89,
17-August-2017,31919.17,31937.51,31714.10,31795.46,
18-August-2017,31729.88,31729.88,31349.13,31524.68,
21-August-2017,31609.93,31641.81,31220.53,31258.85,
22-August-2017,31393.93,31484.28,31241.50,31291.85,
23-August-2017,31407.47,31593.39,31379.25,31568.01,
24-August-2017,31673.44,31678.19,31546.05,31596.06,
28-August-2017,31756.87,31809.70,31701.67,31750.82,
29-August-2017,31724.84,31739.80,31360.81,31388.39,
30-August-2017,31534.57,31727.98,31533.02,31646.46,
31-August-2017,31685.44,31757.18,31551.85,31730.49,
1-September-2017,31769.34,31944.10,31707.27,31892.23,
4-September-2017,31932.20,31932.20,31560.32,31702.25,
5-September-2017,31755.16,31863.47,31674.23,31809.55,
6-September-2017,31713.50,31727.85,31586.53,31661.97,
7-September-2017,31738.74,31814.96,31620.44,31662.74,
8-September-2017,31694.15,31763.70,31619.00,31687.52,
11-September-2017,31798.31,31952.87,31797.89,31882.16,
12-September-2017,32029.15,32172.46,31950.24,32158.66,
13-September-2017,32188.95,32348.30,32126.77,32186.41,
14-September-2017,32289.26,32328.61,32186.84,32241.93,
15-September-2017,32207.63,32356.11,32138.38,32272.61,
18-September-2017,32361.37,32508.06,32361.25,32423.76,
19-September-2017,32522.44,32524.11,32358.63,32402.37,
20-September-2017,32467.10,32499.88,32383.82,32400.51,
21-September-2017,32406.42,32462.61,32164.42,32370.04,
22-September-2017,32339.50,32342.81,31886.09,31922.44,
25-September-2017,31986.40,32016.52,31474.56,31626.63,
26-September-2017,31685.81,31693.59,31455.65,31599.76,
27-September-2017,31785.24,31797.46,31100.80,31159.81,
28-September-2017,31216.36,31340.91,31081.83,31282.48,
29-September-2017,31367.25,31523.87,31243.71,31283.72,
3-October-2017,31537.81,31615.28,31440.48,31497.38,
4-October-2017,31522.17,31752.16,31457.78,31671.71,
5-October-2017,31725.85,31772.41,31562.25,31592.03,
6-October-2017,31633.34,31844.28,31632.81,31814.22,
9-October-2017,31862.20,31935.63,31781.75,31846.89,
10-October-2017,31910.82,31994.77,31896.90,31924.41,
11-October-2017,31975.59,32098.46,31769.40,31833.99,
12-October-2017,31887.47,32209.03,31813.67,32182.22,
13-October-2017,32247.74,32508.59,32247.74,32432.69,
16-October-2017,32488.23,32687.32,32445.43,32633.64,
17-October-2017,32654.41,32699.86,32556.74,32609.16,
18-October-2017,32518.56,32670.32,32462.85,32584.35,
19-October-2017,32656.75,32663.06,32319.37,32389.96,
23-October-2017,32411.86,32614.89,32312.74,32506.72,
24-October-2017,32619.26,32670.37,32502.08,32607.34,
25-October-2017,32995.28,33117.33,32804.60,33042.50,
26-October-2017,33025.17,33196.17,32835.06,33147.13,
27-October-2017,33228.32,33286.51,33109.41,33157.22,
30-October-2017,33260.10,33340.17,33206.93,33266.16,
31-October-2017,33254.93,33294.30,33164.28,33213.13,
1-November-2017,33344.23,33651.52,33340.62,33600.27,
2-November-2017,33615.84,33657.57,33527.00,33573.22,
3-November-2017,33667.34,33733.71,33531.94,33685.56,
6-November-2017,33710.15,33848.42,33582.38,33731.19,
7-November-2017,33781.01,33865.95,33341.82,33370.76,
8-November-2017,33417.35,33484.70,33157.68,33218.81,
9-November-2017,33376.62,33463.80,33111.54,33250.93,
10-November-2017,33235.75,33380.42,33108.09,33314.56,
13-November-2017,33397.41,33417.30,32999.98,33033.56,
14-November-2017,32990.03,33126.55,32907.11,32941.87,
15-November-2017,32944.94,32944.94,32683.59,32760.44,
16-November-2017,32829.82,33165.15,32829.82,33106.82,
17-November-2017,33388.47,33520.82,33278.91,33342.80,
20-November-2017,33365.84,33449.53,33288.21,33359.90,
21-November-2017,33438.28,33625.05,33437.61,33478.35,
22-November-2017,33569.07,33654.53,33465.23,33561.55,
23-November-2017,33575.91,33670.19,33468.30,33588.08,
24-November-2017,33670.00,33738.53,33639.98,33679.24,
27-November-2017,33640.51,33745.17,33540.46,33724.44,
28-November-2017,33726.65,33770.15,33576.65,33618.59,
29-November-2017,33664.27,33728.81,33553.12,33602.76,
30-November-2017,33542.50,33576.20,33108.72,33149.35,
1-December-2017,33247.66,33300.81,32797.78,32832.94,
4-December-2017,32968.02,33008.47,32785.76,32869.72,
5-December-2017,32814.03,32893.05,32682.52,32802.44,
6-December-2017,32798.50,32804.75,32565.16,32597.18,
7-December-2017,32615.05,32992.45,32598.12,32949.21,
8-December-2017,33034.20,33285.68,33034.20,33250.30,
11-December-2017,33317.72,33535.97,33313.17,33455.79,
12-December-2017,33426.59,33458.41,33179.75,33227.99,
13-December-2017,33229.73,33404.26,32988.82,33053.04,
14-December-2017,33114.69,33321.52,32886.93,33246.70,
15-December-2017,33456.02,33621.96,33405.82,33462.97,
18-December-2017,33364.52,33801.90,32595.63,33601.68,
19-December-2017,33732.08,33862.07,33666.62,33836.74,
20-December-2017,33928.59,33956.31,33754.94,33777.38,
21-December-2017,33826.25,33860.99,33707.80,33756.28,
22-December-2017,33768.47,33964.28,33767.73,33940.30,
26-December-2017,33980.76,34061.88,33889.75,34010.61,
27-December-2017,34087.32,34137.97,33839.51,33911.81,
28-December-2017,33928.86,34023.65,33752.03,33848.03,
29-December-2017,33889.39,34086.05,33889.39,34056.83,
1-January-2018,34059.99,34101.13,33766.15,33812.75,
2-January-2018,33913.55,33964.14,33703.37,33812.26,
3-January-2018,33929.61,33998.37,33765.43,33793.38,
4-January-2018,33912.49,33995.40,33802.13,33969.64,
5-January-2018,34021.27,34188.85,34020.84,34153.85,
8-January-2018,34216.33,34385.67,34216.33,34352.79,
9-January-2018,34431.61,34488.03,34343.41,34443.19,
10-January-2018,34538.78,34565.63,34311.63,34433.07,
11-January-2018,34471.48,34558.88,34400.61,34503.49,
12-January-2018,34578.99,34638.42,34342.16,34592.39,
15-January-2018,34687.21,34963.69,34687.21,34843.51,
